@file,1,DDJ-FLX2,,,,,,,,,,,,
#name,function,type,input,deck1,deck2,deck3,deck4,output,deck1,deck2,deck3,deck4,option,comment
PAD11_PadFx1,PAD3_PadMode2+Shift,Pad,9012,8,10,,,9012,8,10,,,Fast,PAD FX1 Slot11 (momentary)
PAD7_BeatLoop,PAD3_PadMode3,Pad,9062,7,9,,,9062,7,9,,,Fast,BEAT LOOP 1
#,PAD3_PadMode3+Shift,Pad,9062,8,10,,,9062,8,10,,,Fast,No function assigned here
PAD3_Sampler,PAD3_PadMode4,Pad,9032,7,9,,,9032,7,9,,,Fast,Sample Slot 3 play
PAD3_Sampler+Shift,PAD3_PadMode4+Shift,Pad,9032,8,10,,,9032,8,10,,,Fast,Sample Slot 3 stop
BeatLoop,BeatJumpMode+Shift,Button,9001,0,1,,,9001,0,1,,,Fast,BEAT LOOP Mode On/Off
,,,,,,,,,,,,,,
PAD4_HotCue,PAD4_PadMode1,Pad,9003,7,9,,,9003,7,9,,,Fast,HOT CUE4
PAD4_HotCue+Shift,PAD4_PadMode1+Shift,Pad,9003,8,10,,,9003,8,10,,,Fast,Delete HOT CUE4
PAD4_PadFx1,PAD4_PadMode2,Pad,9013,7,9,,,9013,7,9,,,Fast,PAD FX1 Slot4 (momentary)
PAD12_PadFx1,PAD4_PadMode2+Shift,Pad,9013,8,10,,,9013,8,10,,,Fast,PAD FX1 Slot12 (momentary)
PAD8_BeatLoop,PAD4_PadMode3,Pad,9063,7,9,,,9063,7,9,,,Fast,BEAT LOOP 2
#,PAD4_PadMode3+Shift,Pad,9063,8,10,,,9063,8,10,,,Fast,No function assigned here
PAD4_Sampler,PAD4_PadMode4,Pad,9033,7,9,,,9033,7,9,,,Fast,Sample Slot 4 play
PAD4_Sampler+Shift,PAD4_PadMode4+Shift,Pad,9033,8,10,,,9033,8,10,,,Fast,Sample Slot 4 stop
Sampler,SamplerMode,Button,9003,0,1,,,9003,0,1,,,Fast,SAMPLER Mode On/Off
,,,,,,,,,,,,,,
PAD5_HotCue,PAD5_PadMode1,Pad,9004,7,9,,,9004,7,9,,,Fast,HOT CUE5
PAD5_HotCue+Shift,PAD5_PadMode1+Shift,Pad,9004,8,10,,,9004,8,10,,,Fast,Delete HOT CUE5
PAD5_PadFx1,PAD5_PadMode2,Pad,9014,7,9,,,9014,7,9,,,Fast,PAD FX1 Slot5 (momentary)
PAD13_PadFx1,PAD5_PadMode2+Shift,Pad,9014,8,10,,,9014,8,10,,,Fast,PAD FX1 Slot13 (momentary)
PAD9_BeatLoop,PAD5_PadMode3,Pad,9064,7,9,,,9064,7,9,,,Fast,BEAT LOOP 4
#,PAD5_PadMode3+Shift,Pad,9064,8,10,,,9064,8,10,,,Fast,No function assigned here
PAD5_Sampler,PAD5_PadMode4,Pad,9034,7,9,,,9034,7,9,,,Fast,Sample Slot 5 play
PAD5_Sampler+Shift,PAD5_PadMode4+Shift,Pad,9034,8,10,,,9034,8,10,,,Fast,Sample Slot 5 stop
,,,,,,,,,,,,,,
PAD6_HotCue,PAD6_PadMode1,Pad,9005,7,9,,,9005,7,9,,,Fast,HOT CUE6
PAD6_HotCue+Shift,PAD6_PadMode1+Shift,Pad,9005,8,10,,,9005,8,10,,,Fast,Delete HOT CUE6
PAD6_PadFx1,PAD6_PadMode2,Pad,9015,7,9,,,9015,7,9,,,Fast,PAD FX1 Slot6 (momentary)
PAD14_PadFx1,PAD6_PadMode2+Shift,Pad,9015,8,10,,,9015,8,10,,,Fast,PAD FX1 Slot14 (momentary)
PAD10_BeatLoop,PAD6_PadMode3,Pad,9065,7,9,,,9065,7,9,,,Fast,BEAT LOOP 8
#,PAD6_PadMode3+Shift,Pad,9065,8,10,,,9065,8,10,,,Fast,No function assigned here
PAD6_Sampler,PAD6_PadMode4,Pad,9035,7,9,,,9035,7,9,,,Fast,Sample Slot 6 play
PAD6_Sampler+Shift,PAD6_PadMode4+Shift,Pad,9035,8,10,,,9035,8,10,,,Fast,Sample Slot 6 stop
,,,,,,,,,,,,,,
PAD7_HotCue,PAD7_PadMode1,Pad,9006,7,9,,,9006,7,9,,,Fast,HOT CUE7
PAD7_HotCue+Shift,PAD7_PadMode1+Shift,Pad,9006,8,10,,,9006,8,10,,,Fast,Delete HOT CUE7
PAD7_PadFx1,PAD7_PadMode2,Pad,9016,7,9,,,9016,7,9,,,Fast,PAD FX1 Slot7 (momentary)
PAD15_PadFx1,PAD7_PadMode2+Shift,Pad,9016,8,10,,,9016,8,10,,,Fast,PAD FX1 Slot15 (momentary)
PAD11_BeatLoop,PAD7_PadMode3,Pad,9066,7,9,,,9066,7,9,,,Fast,BEAT LOOP 16
#,PAD7_PadMode3+Shift,Pad,9066,8,10,,,9066,8,10,,,Fast,No function assigned here
PAD7_Sampler,PAD7_PadMode4,Pad,9036,7,9,,,9036,7,9,,,Fast,Sample Slot 7 play
PAD7_Sampler+Shift,PAD7_PadMode4+Shift,Pad,9036,8,10,,,9036,8,10,,,Fast,Sample Slot 7 stop
,,,,,,,,,,,,,,
PAD8_HotCue,PAD8_PadMode1,Pad,9007,7,9,,,9007,7,9,,,Fast,HOT CUE8
PAD8_HotCue+Shift,PAD8_PadMode1+Shift,Pad,9007,8,10,,,9007,8,10,,,Fast,Delete HOT CUE8
PAD8_PadFx1,PAD8_PadMode2,Pad,9017,7,9,,,9017,7,9,,,Fast,PAD FX1 Slot8 (momentary)
PAD16_PadFx1,PAD8_PadMode2+Shift,Pad,9017,8,10,,,9017,8,10,,,Fast,PAD FX1 Slot16 (momentary)
PAD12_BeatLoop,PAD8_PadMode3,Pad,9067,7,9,,,9067,7,9,,,Fast,BEAT LOOP 32
#,PAD8_PadMode3+Shift,Pad,9067,8,10,,,9067,8,10,,,Fast,No function assigned here
PAD8_Sampler,PAD8_PadMode4,Pad,9037,7,9,,,9037,7,9,,,Fast,Sample Slot 8 play
PAD8_Sampler+Shift,PAD8_PadMode4+Shift,Pad,9037,8,10,,,9037,8,10,,,Fast,Sample Slot 8 stop
,,,,,,,,,,,,,,
# Others,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
# State,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
# illumination,,,,,,,,,,,,,,
LoadedIndicator,LoadedIndicator,Indicator,,,,,,,9F00,9F01,,,RO;Priority=100,Trigger for Load illumination
Vinyl,Vinyl,Indicator,,,,,,9017,0,1,,,RO,Vinyl Mode On/Off (for JOG)
FaderStartSetting,FaderStartSetting,Indicator,,,,,,9F42,,,,,RO;Priority=100,Fader Start Setting
DemoModeSetting,DemoModeSetting,Value,BF46,,,,,BF46,,,,,RO;Priority=100,Demo Mode / Screen Saver Setting
FaderForSmartFaderSetting,FaderForSmartFaderSetting,Indicator,,,,,,BF4E,,,,,RO;Priority=100,Fader used for SMART FADER Setting
BackSpinLengthSetting,BackSpinLengthSetting,Indicator,,,,,,BF45,,,,,RO;Priority=100,Back Spin Length Setting
,,,,,,,,,,,,,,
# Parameter,,,,,,,,,,,,,,
JogRatency,JogRatency,Parameter,FFF2,,,,,,,,,,Value=4,unused
MidiOutInterval,MidiOutInterval,Parameter,FFF3,,,,,,,,,,Value=2,
